internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
22692303,Rallicula mayri,"Rallina mayri (Hartert, 1930)",Rallina,mayri,"(Hartert, 1930)",,
22683282,Todiramphus nigrocyaneus,"Todirhamphus nigrocyaneus ssp. nigrocyaneus (Wallace, 1862) — Sibley and Monroe (1990, 1993)",Todirhamphus,nigrocyaneus,,subspecies,"(Wallace, 1862) — Sibley and Monroe (1990, 1993)"
22683282,Todiramphus nigrocyaneus,"Todirhamphus nigrocyaneus ssp. nigrocyaneus (Wallace, 1862) — Collar et al. (1994)",Todirhamphus,nigrocyaneus,,subspecies,"(Wallace, 1862) — Collar et al. (1994)"
22683935,Cacomantis aeruginosus,Cuculus heinrichi ssp. heinrichi — Collar and Andrew (1988),Cuculus,heinrichi,,subspecies,— Collar and Andrew (1988)
22706151,Epimachus fastosus,"Epimachus fastuosus (Hermann, 1783) [orth. error]",Epimachus,fastuosus,"(Hermann, 1783) [orth. error]",,
22709276,Fraseria tessmanni,"Muscicapa tessmanni (Reichenow, 1907)",Muscicapa,tessmanni,"(Reichenow, 1907)",,
22716650,Sylvia nigricapillus,"Lioptilus nigricapillus (Vieillot, 1818)",Lioptilus,nigricapillus,"(Vieillot, 1818)",,
22678795,Ptilopachus nahani,"Francolinus nahani Dubois, 1905",Francolinus,nahani,"Dubois, 1905",,
22689704,Nyctiprogne vielliardi,Chordeiles vielliardi,Chordeiles vielliardi,,SACC (2005),,
22702344,Synallaxis hellmayri,"Synallaxis hellmayri ssp. hellmayri — Sibley and Monroe (1990, 1993)",Synallaxis,hellmayri,,subspecies,"— Sibley and Monroe (1990, 1993)"
22702344,Synallaxis hellmayri,"Gyalophylax hellmayri (Reiser, 1905)",Gyalophylax,hellmayri,"(Reiser, 1905)",,
22706626,Malindangia mcgregori,"Coracina mcgregori (Mearns, 1907)",Coracina,mcgregori,"(Mearns, 1907)",,
22709449,Eumyias albicaudatus,"Muscicapa albicaudata ssp. albicaudata Jerdon, 1840 [orth. error in Collar and Andrew (1988)]",Muscicapa,albicaudata,,subspecies,"Jerdon, 1840 [orth. error in Collar and Andrew (1988)]"
22709449,Eumyias albicaudatus,"Eumyias albicaudata Jerdon, 1840 [orth. error in Sibley and Monroe (1990, 1993)]",Eumyias,albicaudata,"Jerdon, 1840 [orth. error in Sibley and Monroe (1990, 1993)]",,
22709449,Eumyias albicaudatus,"Eumyias albicaudata Jerdon, 1840 [orth. error in Collar <i>et al</i>. (1994)]",Eumyias,albicaudata,"Jerdon, 1840 [orth. error in Collar <i>et al</i>. (1994)]",,
22709449,Eumyias albicaudatus,"Eumyias albicaudata Jerdon, 1840 [orth. error in BirdLife International (2000)]",Eumyias,albicaudata,"Jerdon, 1840 [orth. error in BirdLife International (2000)]",,
22709449,Eumyias albicaudatus,"Eumyias albicaudata Jerdon, 1840 [orth. error in BirdLife International (2004)]",Eumyias,albicaudata,"Jerdon, 1840 [orth. error in BirdLife International (2004)]",,
22716655,Kupeornis gilberti,"Lioptilus gilberti ssp. gilberti (Serle, 1949) — Collar and Andrew (1988)",Lioptilus,gilberti,,subspecies,"(Serle, 1949) — Collar and Andrew (1988)"
22717831,Cinnyris ursulae,"Nectarinia ursulae (Alexander, 1903)",Nectarinia,ursulae,"(Alexander, 1903)",,
22720278,Crithagra melanochroa,"Serinus melanochrous Reichenow, 1900",Serinus,melanochrous,"Reichenow, 1900",,
22691061,Alopecoenas rubescens,"Gallicolumba rubescens (Vieillot, 1818)",Gallicolumba,rubescens,"(Vieillot, 1818)",,
22698614,Hydrornis caeruleus,"Pitta caerulea (Raffles, 1822)",Pitta,caerulea,"(Raffles, 1822)",,
22736153,Myrmelastes leucostigma,"Schistocichla leucostigma Pelzeln, 1868",Schistocichla,leucostigma,"Pelzeln, 1868",,
103674933,Cranioleuca vulpina,"Synallaxis vulpina von Pelzeln, 1856",Synallaxis,vulpina,"von Pelzeln, 1856",,
22705852,Dendrocitta bayleii,"Dendrocitta bayleyi Blyth, 1863 [orth. error]",Dendrocitta,bayleyi,"Blyth, 1863 [orth. error]",,
60824542,Aerodramus brevirostris,"Collocalia rogersi Deignan, 1955",Collocalia,rogersi,"Deignan, 1955",,
22681152,Dryobates scalaris,"Picoides scalaris (Wagler, 1829)",Picoides,scalaris,"(Wagler, 1829)",,
22715675,Ianthocincla bieti,"Garrulax bieti (Oustalet, 1897)",Garrulax,bieti,"(Oustalet, 1897)",,
22715675,Ianthocincla bieti,"Ianthocincla Bieti Oustalet, 1897",Ianthocincla,Bieti,"Oustalet, 1897",,
22735612,Paradoxornis bakeri,"Paradoxornis bakeri (Hartert, 1900)",Paradoxornis,bakeri,"(Hartert, 1900)",,
22735612,Paradoxornis bakeri,"Psittiparus bakeri (Hartert, 1900)",Psittiparus,bakeri,"(Hartert, 1900)",,
22735612,Paradoxornis bakeri,"Scaeorhynchus ruficeps ssp. bakeri Hartert, 1900",Scaeorhynchus,ruficeps,,subspecies,"Hartert, 1900"
103880882,Paradoxornis ruficeps,"Psittiparus ruficeps Blyth, 1842",Psittiparus,ruficeps,"Blyth, 1842",,
22680136,Speculanas specularis,Anas specularis,Anas specularis,,Stotz et al. (1996),,
22680136,Speculanas specularis,Anas specularis,Anas specularis,,"Sibley and Monroe (1990, 1993)",,
22680136,Speculanas specularis,Anas specularis,Anas specularis,,BirdLife International (2000),,
22680136,Speculanas specularis,Anas specularis,Anas specularis,,Collar et al. (1994),,
22680136,Speculanas specularis,Anas specularis,Anas specularis,,BirdLife International (2004),,
22733666,Geokichla dumasi,"Zoothera dumasi (Rothschild, 1898)",Zoothera,dumasi,"(Rothschild, 1898)",,
22705565,Pachycephala tenebrosa,"Colluricincla tenebrosa (Hartlaub & Finsch, 1868)",Colluricincla,tenebrosa,"(Hartlaub & Finsch, 1868)",,
22700123,Polioxolmis rufipennis,Myiotheretes rufipennis — BirdLife International (2004),Myiotheretes,rufipennis,— BirdLife International (2004),,
22700123,Polioxolmis rufipennis,"Muscisaxicola rufipennis Taczanowski, 1874",Muscisaxicola,rufipennis,"Taczanowski, 1874",,
22700123,Polioxolmis rufipennis,Polioxolmis rufipennis — Stolz <i>et al</i>. 1996,Polioxolmis,rufipennis,— Stolz <i>et al</i>. 1996,,
22700052,Xolmis dominicanus,Heteroxolmis dominicana dominicana BirdLife International (2000),Heteroxolmis dominicana,dominicana,BirdLife International (2000),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,Collar and Andrew (1988),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,Stotz et al. (1996),,
22700052,Xolmis dominicanus,Xolmis dominicana,Xolmis dominicana,,BirdLife International (2004),,
22700052,Xolmis dominicanus,Heteroxolmis dominicana dominicana Collar et al. (1994),Heteroxolmis dominicana,dominicana,Collar et al. (1994),,
22700052,Xolmis dominicanus,"Heteroxolmis dominicana dominicana Sibley and Monroe (1990, 1993)",Heteroxolmis dominicana,dominicana,"Sibley and Monroe (1990, 1993)",,
22703715,Chenorhamphus grayi,"Malurus grayi (Wallace, 1862)",Malurus,grayi,"(Wallace, 1862)",,
22704585,Acanthornis magna,Acanthornis magnus,Acanthornis magnus,,BirdLife International (2004),,
22704585,Acanthornis magna,Acanthornis magnus,Acanthornis magnus,,Christidis and Boles (1994),,
22704585,Acanthornis magna,Acanthornis magnus,Acanthornis magnus,,"Sibley and Monroe (1990, 1993)",,
22704665,Acanthiza cinerea,"Gerygone cinerea Salvadori, 1876",Gerygone,cinerea,"Salvadori, 1876",,
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — BirdLife International (2000)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — BirdLife International (2000)"
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — Collar <i>et al</i>. (1994)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — Collar <i>et al</i>. (1994)"
22710565,Aplonis brunneicapillus,"Aplonis brunneicapilla ssp. brunneicapilla (Danis, 1938) — Sibley and Monroe (1990, 1993)",Aplonis,brunneicapilla,,subspecies,"(Danis, 1938) — Sibley and Monroe (1990, 1993)"
22705449,Pachycephala phaionota,"Pachycephala phaionotus phaionotus Sibley and Monroe (1990, 1993)",Pachycephala phaionotus,phaionotus,"Sibley and Monroe (1990, 1993)",,
22711716,Poecile atricapillus,Poecile atricapillus atricapilla AOU checklist (1998 + supplements),Poecile atricapillus,atricapilla,AOU checklist (1998 + supplements),,
22711716,Poecile atricapillus,"Parus atricapillus Linnaeus, 1766",Parus,atricapillus,"Linnaeus, 1766",,
22711724,Poecile gambeli,Poecile gambeli gambeli AOU checklist (1998 + supplements),Poecile gambeli,gambeli,AOU checklist (1998 + supplements),,
22711724,Poecile gambeli,"Parus gambeli Ridgway, 1886",Parus,gambeli,"Ridgway, 1886",,
103761667,Cyanistes caeruleus,"Parus caeruleus Linnaeus, 1758",Parus,caeruleus,"Linnaeus, 1758",,
22711929,Machlolophus xanthogenys,"Parus xanthogenys Vigors, 1831",Parus,xanthogenys,"Vigors, 1831",,
22731092,Melaniparus leucomelas,"Parus leucomelas Rüppell, 1840",Parus,leucomelas,"Rüppell, 1840",,
22711820,Melaniparus guineensis,"Parus guineensis Shelley, 1900",Parus,guineensis,"Shelley, 1900",,
22706575,Edolisoma coerulescens,"Coracina coerulescens (Blyth, 1842)",Coracina,coerulescens,"(Blyth, 1842)",,
22717275,Ramphocoris clotbey,Ramphocoris clotbey,Ramphocoris clotbey,,"Sibley and Monroe (1990, 1993)",,
22717275,Ramphocoris clotbey,Rhamphocorys clotbey clotbey Dowsett and Forbes-Watson (1993),Rhamphocorys clotbey,clotbey,Dowsett and Forbes-Watson (1993),,
22717275,Ramphocoris clotbey,Ramphocoris clotbey,Ramphocoris clotbey,,Cramp and Simmons (1977-1994),,
22717275,Ramphocoris clotbey,"Rhamphocoris clotbey (Bonaparte, 1850)",Rhamphocoris,clotbey,"(Bonaparte, 1850)",,
22717247,Ammomanes phoenicura,Ammomanes phoenicurus,Ammomanes phoenicurus,,BirdLife International (2004),,
22717247,Ammomanes phoenicura,Ammomanes phoenicurus,Ammomanes phoenicurus,,"Sibley and Monroe (1990, 1993)",,
22735646,Calendulauda gilletti,"Mirafra degodiensis Érard, 1976",Mirafra,degodiensis,"Érard, 1976",,
22735646,Calendulauda gilletti,"Mirafra degodiensis Érard, 1976 — BirdLife International (2008)",Mirafra,degodiensis,"Érard, 1976 — BirdLife International (2008)",,
22735646,Calendulauda gilletti,"Mirafra gilletti Sharpe, 1895",Mirafra,gilletti,"Sharpe, 1895",,
22717336,Alaudala raytal,"Calandrella raytal (Blyth, 1844)",Calandrella,raytal,"(Blyth, 1844)",,
22714948,Artisornis metopias,Orthotomus metopias,Orthotomus metopias,,"Sibley and Monroe (1990, 1993)",,
22714948,Artisornis metopias,Orthotomus metopias,Orthotomus metopias,,Dowsett and Forbes-Watson (1993),,
22714948,Artisornis metopias,Orthotomus metopias,Orthotomus metopias,,BirdLife International (2004),,
22713355,Cisticola guinea,"Cisticola dorsti — Sibley and Monroe (1990, 1993)",Cisticola,dorsti,"— Sibley and Monroe (1990, 1993)",,
22713355,Cisticola guinea,Cisticola dorsti — BirdLife International (2000),Cisticola,dorsti,— BirdLife International (2000),,
22713355,Cisticola guinea,Cisticola dorsti — BirdLife International (2004),Cisticola,dorsti,— BirdLife International (2004),,
22713355,Cisticola guinea,Cisticola dorsti — Dowsett and Forbes-Watson (1993),Cisticola,dorsti,— Dowsett and Forbes-Watson (1993),,
22706618,Edolisoma montanum,"Coracina montana (Meyer, 1874)",Coracina,montana,"(Meyer, 1874)",,
22706610,Edolisoma schisticeps,"Coracina schisticeps (Gray, 1846)",Coracina,schisticeps,"(Gray, 1846)",,
22706596,Edolisoma mindanense,"Coracina mindanensis (Tweeddale, 1878)",Coracina,mindanensis,"(Tweeddale, 1878)",,
22706642,Lalage melanoptera,"Coracina melanoptera (Rüppell, 1839)",Coracina,melanoptera,"(Rüppell, 1839)",,
22706305,Artamus leucoryn,"Artamus leucorynchus (Linnaeus, 1771) [orth. error]",Artamus,leucorynchus,"(Linnaeus, 1771) [orth. error]",,
22715501,Poodytes gramineus,"Megalurus gramineus (Gould, 1845)",Megalurus,gramineus,"(Gould, 1845)",,
22715521,Cincloramphus bivittatus,"Buettikoferella bivittata (Bonaparte, 1850)",Buettikoferella,bivittata,"(Bonaparte, 1850)",,
22715521,Cincloramphus bivittatus,"Napothera bivittata Bonaparte, 1850",Napothera,bivittata,"Bonaparte, 1850",,
22712995,Xanthomixis zosterops,"Phyllastrephus zosterops zosterops Sibley and Monroe (1990, 1993)",Phyllastrephus zosterops,zosterops,"Sibley and Monroe (1990, 1993)",,
22712995,Xanthomixis zosterops,"Bernieria zosterops (Sharpe, 1875)",Bernieria,zosterops,"(Sharpe, 1875)",,
22712209,Pseudhirundo griseopyga,"Hirundo griseopyga griseopyga Sibley and Monroe (1990, 1993)",Hirundo griseopyga,griseopyga,"Sibley and Monroe (1990, 1993)",,
22707957,Dyaphorophyia blissetti,"Platysteira blissetti (Sharpe, 1872)",Platysteira,blissetti,"(Sharpe, 1872)",,
22707957,Dyaphorophyia blissetti,Dyaphorophyia blissetti ssp. blissetti — Dowsett and Forbes-Watson (1993),Dyaphorophyia,blissetti,,subspecies,— Dowsett and Forbes-Watson (1993)
22712412,Petrochelidon spilodera,"Hirundo spilodera Sundevall, 1850",Hirundo,spilodera,"Sundevall, 1850",,
22712471,Atronanus fuliginosus,"Hirundo fuliginosa (Chapin, 1925)",Hirundo,fuliginosa,"(Chapin, 1925)",,
22712471,Atronanus fuliginosus,"Petrochelidon fuliginosa (Chapin, 1925)",Petrochelidon,fuliginosa,"(Chapin, 1925)",,
22707482,Bocagia minuta,Tchagra minuta,Tchagra minuta,,Dowsett and Forbes-Watson (1993),,
22707482,Bocagia minuta,Tchagra minuta,Tchagra minuta,,BirdLife International (2004),,
22707482,Bocagia minuta,"Tchagra minutus (Hartlaub, 1858)",Tchagra,minutus,"(Hartlaub, 1858)",,
22712449,Petrochelidon nigricans,Petrochelidon nigricans nigricans Christidis and Boles (2008),Petrochelidon nigricans,nigricans,Christidis and Boles (2008),,
22712449,Petrochelidon nigricans,"Hirundo nigricans Vieillot, 1817",Hirundo,nigricans,"Vieillot, 1817",,
22730664,Chlorophoneus multicolor,"Telophorus multicolor (Gray, 1845)",Telophorus,multicolor,"(Gray, 1845)",,
22712358,Cecropis semirufa,"Hirundo semirufa Sundevall, 1850",Hirundo,semirufa,"Sundevall, 1850",,
22707672,Chlorophoneus nigrifrons,"Telophorus nigrifrons (Reichenow, 1896)",Telophorus,nigrifrons,"(Reichenow, 1896)",,
22707701,Telophorus dohertyi,Malaconotus dohertyi dohertyi Dowsett and Forbes-Watson (1993),Malaconotus dohertyi,dohertyi,Dowsett and Forbes-Watson (1993),,
22707231,Symposiachrus axillaris,"Monarcha axillaris Salvadori, 1876",Monarcha,axillaris,"Salvadori, 1876",,
22707267,Symposiachrus guttula,Monarcha guttulus,Monarcha guttulus,,BirdLife International (2004),,
22707267,Symposiachrus guttula,Monarcha guttulus,Monarcha guttulus,,"Sibley and Monroe (1990, 1993)",,
22707267,Symposiachrus guttula,"Monarcha guttula (Garnot, 1829)",Monarcha,guttula,"(Garnot, 1829)",,
22707277,Symposiachrus trivirgatus,Symposiarchus trivirgatus trivirgatus Christidis and Boles (2008),Symposiarchus trivirgatus,trivirgatus,Christidis and Boles (2008),,
22707277,Symposiachrus trivirgatus,"Monarcha trivirgatus (Temminck, 1826)",Monarcha,trivirgatus,"(Temminck, 1826)",,
22707339,Carterornis chrysomela,"Monarcha chrysomela (Garnot, 1827)",Monarcha,chrysomela,"(Garnot, 1827)",,
22698957,Hemitriccus kaempferi,"Idioptilon kaempferi ssp. kaempferi Zimmer, 1953 — Collar and Andrew (1988)",Idioptilon,kaempferi,,subspecies,"Zimmer, 1953 — Collar and Andrew (1988)"
22705708,Cyanocorax coeruleus,"Cyanocorax caeruleus (Vieillot, 1818) [orth. error]",Cyanocorax,caeruleus,"(Vieillot, 1818) [orth. error]",,
22706114,Manucodia ater,Manucodia atra,Manucodia atra,,BirdLife International (2004),,
22706114,Manucodia ater,Manucodia atra,Manucodia atra,,"Sibley and Monroe (1990, 1993)",,
22704782,Kempiella griseoceps,"Microeca griseoceps De Vis, 1894",Microeca,griseoceps,"De Vis, 1894",,
22704786,Kempiella flavovirescens,"Microeca flavovirescens Gray, 1858",Microeca,flavovirescens,"Gray, 1858",,
22704789,Devioeca papuana,"Microeca papuana Meyer, 1875",Microeca,papuana,"Meyer, 1875",,
22704857,Cryptomicroeca flaviventris,"Eopsaltria flaviventris Sharpe, 1903",Eopsaltria,flaviventris,"Sharpe, 1903",,
22704880,Gennaeodryas placens,"Poecilodryas placens (Ramsay, 1879)",Poecilodryas,placens,"(Ramsay, 1879)",,
22704889,Peneothello cryptoleuca,Peneothello cryptoleucus,Peneothello cryptoleucus,,"Sibley and Monroe (1990, 1993)",,
22704889,Peneothello cryptoleuca,Peneothello cryptoleucus,Peneothello cryptoleucus,,BirdLife International (2004),,
22704863,Peneoenanthe pulverulenta,Peneonanthe pulverulenta pulverulenta Christidis and Boles (2008),Peneonanthe pulverulenta,pulverulenta,Christidis and Boles (2008),,
22704863,Peneoenanthe pulverulenta,"Eopsaltria pulverulenta (Bonaparte, 1850)",Eopsaltria,pulverulenta,"(Bonaparte, 1850)",,
22735965,Periparus ater,"Parus ater Linnaeus, 1758",Parus,ater,"Linnaeus, 1758",,
22711989,Baeolophus atricristatus,"Parus atricristatus atricristatus Sibley and Monroe (1990, 1993)",Parus atricristatus,atricristatus,"Sibley and Monroe (1990, 1993)",,
22711989,Baeolophus atricristatus,Parus atricristatus atricristatus Stotz et al. (1996),Parus atricristatus,atricristatus,Stotz et al. (1996),,
22711964,Sittiparus semilarvatus,"Parus semilarvatus (Salvadori, 1865)",Parus,semilarvatus,"(Salvadori, 1865)",,
22735995,Poecile palustris,"Parus palustris Linnaeus, 1758",Parus,palustris,"Linnaeus, 1758",,
22735382,Poecile hypermelaenus,"Parus hypermelaenus (Berezowski & Bianchi, 1891)",Parus,hypermelaenus,"(Berezowski & Bianchi, 1891)",,
22712216,Ptyonoprogne rupestris,"Hirundo rupestris Scopoli, 1769",Hirundo,rupestris,"Scopoli, 1769",,
22712216,Ptyonoprogne rupestris,Ptyonoprogne rupestris — AERC TAC (2003),Ptyonoprogne,rupestris,— AERC TAC (2003),,
22712216,Ptyonoprogne rupestris,Ptyonoprogne rupestris ssp. rupestris — Cramp and Simmons (1977-1994),Ptyonoprogne,rupestris,,subspecies,— Cramp and Simmons (1977-1994)
22712202,Phedinopsis brazzae,Phedinopsis brazzae brazzae Dowsett and Forbes-Watson (1993),Phedinopsis brazzae,brazzae,Dowsett and Forbes-Watson (1993),,
22712202,Phedinopsis brazzae,"Phedina brazzae Oustalet, 1886",Phedina,brazzae,"Oustalet, 1886",,
22712071,Tachycineta meyeni,Tachycineta leucopyga leucopyga Stotz et al. (1996),Tachycineta leucopyga,leucopyga,Stotz et al. (1996),,
22712071,Tachycineta meyeni,"Tachycineta leucopyga Meyen, 1834",Tachycineta,leucopyga,"Meyen, 1834",,
22712140,Pygochelidon melanoleuca,"Atticora melanoleuca (Wied, 1820)",Atticora,melanoleuca,"(Wied, 1820)",,
22712146,Alopochelidon fucata,"Stelgidopteryx fucata fucata Sibley and Monroe (1990, 1993)",Stelgidopteryx fucata,fucata,"Sibley and Monroe (1990, 1993)",,
22712419,Orochelidon andecola,Petrochelidon andecola,Petrochelidon andecola,,BirdLife International (2004),,
22712419,Orochelidon andecola,Petrochelidon andecola,Petrochelidon andecola,,Stotz et al. (1996),,
22712419,Orochelidon andecola,"Hirundo andecola andecola Sibley and Monroe (1990, 1993)",Hirundo andecola,andecola,"Sibley and Monroe (1990, 1993)",,
22712419,Orochelidon andecola,"Haplochelidon andecola d'Orbigny & Lafresnaye, 1837",Haplochelidon,andecola,"d'Orbigny & Lafresnaye, 1837",,
103866004,Phylloscopus poliocephalus,"Phylloscopus makirensis Mayr, 1935",Phylloscopus,makirensis,"Mayr, 1935",,
103872996,Curruca nana,"Sylvia nana (Ehrenberg, 1833)",Sylvia,nana,"(Ehrenberg, 1833)",,
22693556,Chionis albus,Chionis alba,Chionis alba,,Stotz et al. (1996),,
22693556,Chionis albus,Chionis alba,Chionis alba,,BirdLife International (2004),,
22693556,Chionis albus,Chionis alba,Chionis alba,,"Sibley and Monroe (1990, 1993)",,
22693556,Chionis albus,Chionis alba,Chionis alba,,Dowsett and Forbes-Watson (1993),,
22696944,Egretta caerulea,Florida caerulea ssp. caerulea — Stotz <i>et al</i>. (1996),Florida,caerulea,,subspecies,— Stotz <i>et al</i>. (1996)
22686485,Hydrochous gigas,Hydrochrous gigas gigas Collar et al. (1994),Hydrochrous gigas,gigas,Collar et al. (1994),,
22686485,Hydrochous gigas,Hydrochrous gigas gigas BirdLife International (2004),Hydrochrous gigas,gigas,BirdLife International (2004),,
22691955,Lophotis savilei,"Eupodotis savilei (Lynes, 1920)",Eupodotis,savilei,"(Lynes, 1920)",,
22698777,Neodrepanis hypoxantha,Neodrepanis hypoxanthus ssp. hypoxanthus — Collar <i>et al</i>. (1994),Neodrepanis,hypoxanthus,,subspecies,— Collar <i>et al</i>. (1994)
103872287,Pterorhinus mitratus,"Garrulax mitratus (Müller, 1835)",Garrulax,mitratus,"(Müller, 1835)",,
22713638,Schistolais leontica,"Prinia leontica Bates, 1930",Prinia,leontica,"Bates, 1930",,
22700900,Xipholena atropurpurea,"Ampelis atro-purpurea Wied, 1820",Ampelis,atro-purpurea,"Wied, 1820",,
22716864,Curruca buryi,"Sylvia buryi (Ogilvie-Grant, 1913)",Sylvia,buryi,"(Ogilvie-Grant, 1913)",,
22716864,Curruca buryi,"Parisoma buryi Ogilvie-Grant, 1913",Parisoma,buryi,"Ogilvie-Grant, 1913",,
22681095,Dendropicos dorae,"Dendrocopos dorae (Bates & Kinnear, 1935)",Dendrocopos,dorae,"(Bates & Kinnear, 1935)",,
22681095,Dendropicos dorae,"Picoides dorae ssp. dorae (Bates & Kinnear, 1935) — Dowsett and Forbes-Watson (1993)",Picoides,dorae,,subspecies,"(Bates & Kinnear, 1935) — Dowsett and Forbes-Watson (1993)"
22681095,Dendropicos dorae,"Picoides dorae ssp. dorae (Bates & Kinnear, 1935) — Collar and Andrew (1988)",Picoides,dorae,,subspecies,"(Bates & Kinnear, 1935) — Collar and Andrew (1988)"
22723149,Rowettia goughensis,"Nesospiza goughensis Clarke, 1904 — Dowsett and Forbes-Watson (1993)",Nesospiza,goughensis,"Clarke, 1904 — Dowsett and Forbes-Watson (1993)",,
119195196,Phyllastrephus icterinus,"Phyllastrephus leucolepis Gatter, 1985",Phyllastrephus,leucolepis,"Gatter, 1985",,
22732670,Poicephalus fuscicollis,"Poicephalus robustus (Gmelin, 1788) [<i>pro parte</i>]",Poicephalus,robustus,"(Gmelin, 1788) [<i>pro parte</i>]",,
22728722,Nesoenas rodericanus,"Alectroenas rodericana (Milne-Edwards, 1874)",Alectroenas,rodericana,"(Milne-Edwards, 1874)",,
103845991,Phylloscopus calciatilis,"Seicercus calciatilis Alström et al., 2009",Seicercus,calciatilis,"Alström et al., 2009",,
22734867,Aplonis ulietensis,"Turdus ulietensis Gmelin, 1788 ",Turdus,ulietensis,"Gmelin, 1788 ",,
22728712,Nesoenas duboisi,"Columba duboisi (Rothschild, 1907)",Columba,duboisi,"(Rothschild, 1907)",,
22693399,Calidris fuscicollis,Calidris fusicollis,Calidris fusicollis,,Turbott (1990),,
22728791,Threskiornis solitarius,"Raphus solitarius (Mourer-Chauviré & Moutou, 1987) — Sibley and Monroe (1990, 1993)",Raphus,solitarius,"(Mourer-Chauviré & Moutou, 1987) — Sibley and Monroe (1990, 1993)",,
22728791,Threskiornis solitarius,"Apterornis solitarius Mourer-Chauviré & Moutou, 1987",Apterornis,solitarius,"Mourer-Chauviré & Moutou, 1987",,
22728791,Threskiornis solitarius,"Apterornis solitarius Sélys-Longchamps, 1848",Apterornis,solitarius,"Sélys-Longchamps, 1848",,
22726965,Ceyx nigrirostris,"Alcedo nigrirostris (Bourns &amp; Worcester, 1894)",Alcedo,nigrirostris,"(Bourns &amp; Worcester, 1894)",,
22722969,Dacnis hartlaubi,"Pseudodacnis hartlaubi hartlaubi Sibley and Monroe (1990, 1993)",Pseudodacnis hartlaubi,hartlaubi,"Sibley and Monroe (1990, 1993)",,
103799622,Myiothlypis mesoleuca,"Myiothlypis mesoleucus (Sclater, 1865)",Myiothlypis,mesoleucus,"(Sclater, 1865)",,
103798425,Setophaga coronata,"Dendroica coronata (Linneaus, 1766)",Dendroica,coronata,"(Linneaus, 1766)",,
103818544,Sporophila iberaensis,"Sporophila digiacomoi López-Lanús, 2015",Sporophila,digiacomoi,"López-Lanús, 2015",,
22729337,Tangara cyanomelas,"Tangara cyanomelaena ssp. cyanomelaena Wied, 1830 [orth. error] — BirdLife International (2004)",Tangara,cyanomelaena,,subspecies,"Wied, 1830 [orth. error] — BirdLife International (2004)"
22729337,Tangara cyanomelas,"Tangara cyanomelaena Wied, 1830 [orth. error] — Stotz <i>et al</i>. (1996)",Tangara,cyanomelaena,"Wied, 1830 [orth. error] — Stotz <i>et al</i>. (1996)",,
22709172,Vauriella gularis,"Rhinomyias gularis Sharpe, 1888",Rhinomyias,gularis,"Sharpe, 1888",,
22722537,Tangara cyanoptera,"Thraupis cyanoptera (Vieillot, 1817)",Thraupis,cyanoptera,"(Vieillot, 1817)",,
103823212,Akialoa ellisiana,"Hemignathus ellisianus (Gray, 1860)",Hemignathus,ellisianus,"(Gray, 1860)",,
22728910,Akialoa obscura,"Akialoa obscura (Gmelin, 1788) — BirdLife International (2004)",Akialoa,obscura,"(Gmelin, 1788) — BirdLife International (2004)",,
22728910,Akialoa obscura,"Akialoa obscura obscura (Gmelin, 1788) — Brooks (2000)",Akialoa obscura,obscura,"(Gmelin, 1788) — Brooks (2000)",,
22728910,Akialoa obscura,"Akialoa obscura (Gmelin, 1788) — BirdLife International (2000)",Akialoa,obscura,"(Gmelin, 1788) — BirdLife International (2000)",,
22728910,Akialoa obscura,"Hemignathus obscurus (Gmelin, 1788) — AOU checklist (1998 + supplements)",Hemignathus,obscurus,"(Gmelin, 1788) — AOU checklist (1998 + supplements)",,
22728910,Akialoa obscura,"Hemignathus obscurus (Gmelin, 1788)",Hemignathus,obscurus,"(Gmelin, 1788)",,
22708496,Zoothera major,Zoothera amami ssp. amami — Collar and Andrew (1988),Zoothera,amami,,subspecies,— Collar and Andrew (1988)
104006526,Hirundo javanica,"Hirundo domicola Jerdon, 1844",Hirundo,domicola,"Jerdon, 1844",,
22736432,Chasiempis sclateri,Chasiempis sandwichensis,Chasiempis sandwichensis,,"BirdLife International (2004, 2008)",,
22736432,Chasiempis sclateri,Chasiempis sandwichensis,Chasiempis sandwichensis,,"Sibley and Monroe (1990, 1993)",,
22690819,Paraclaravis geoffroyi,"Claravis godefrida (Temminck, 1811)",Claravis,godefrida,"(Temminck, 1811)",,
22690819,Paraclaravis geoffroyi,"Claravis geoffroyi (Temminck, 1811)",Claravis,geoffroyi,"(Temminck, 1811)",,
22702156,Aphrastura masafuerae,"Aphrastura masafucrae (Philippi & Landbeck, 1866) [Orth. error]",Aphrastura,masafucrae,"(Philippi & Landbeck, 1866) [Orth. error]",,
22681531,Dendrocopos noguchii,"Sapheopipo noguchii (Seebohm, 1887) — BirdLife International (2000)",Sapheopipo,noguchii,"(Seebohm, 1887) — BirdLife International (2000)",,
